,AAPL,TSLA,GOOGL,MSFT,WDC
2012-07-31,87.251427,27.42,316.801788,29.469998999999998,39.77
2012-08-01,86.687141,26.25,316.656647,29.41,39.419998
2012-08-02,86.827141,26.1,314.689697,29.190001000000002,39.900002
2012-08-03,87.957146,27.27,320.985992,29.75,41.0
2012-08-06,88.935715,28.27,321.73172,29.950001,41.25
2012-08-07,88.701431,30.25,320.590576,30.26,41.75
2012-08-08,88.55143000000001,29.09,321.43643199999997,30.33,41.860001000000004
2012-08-09,88.675713,29.41,321.49649,30.5,43.029999
2012-08-10,88.814285,29.940001000000002,321.32132,30.42,43.990002000000004
2012-08-13,90.0,31.17,330.335327,30.389999,44.32
2012-08-14,90.24143199999999,29.42,334.664673,30.129998999999998,44.0
2012-08-15,90.11856800000001,29.4,334.10409500000003,30.200001,44.169998
2012-08-16,90.905716,30.299999,336.771759,30.780001000000002,45.41
2012-08-17,92.58714300000001,30.01,338.908905,30.9,45.48
2012-08-20,95.021431,29.51,338.108093,30.74,45.32
2012-08-21,93.72285500000001,29.110001,335.090088,30.799999,44.66
2012-08-22,95.552856,29.950001,338.928925,30.540001,44.5
2012-08-23,94.66143000000001,30.73,338.738739,30.26,43.48
2012-08-24,94.745712,29.5,339.65466299999997,30.559998999999998,43.630001
2012-08-27,96.525711,28.32,334.944946,30.690001000000002,43.790001000000004
2012-08-28,96.400002,28.690001000000002,338.963959,30.629998999999998,43.5
2012-08-29,96.209999,28.41,344.349335,30.65,43.5
2012-08-30,94.83856999999999,28.41,341.18118300000003,30.32,42.099998
2012-08-31,95.034286,28.52,342.887878,30.82,41.82
2012-09-04,96.424286,28.139999,340.86087000000003,30.389999,42.32
2012-09-05,95.747147,27.940001000000002,340.700714,30.389999,41.84
2012-09-06,96.610001,28.549999,350.050049,31.35,43.110001000000004
2012-09-07,97.205711,29.35,353.428436,30.950001,41.860001000000004
2012-09-10,94.677139,27.370001000000002,350.735748,30.719998999999998,41.18
2012-09-11,94.370003,27.799999,346.441437,30.790001,42.25
2012-09-12,95.684288,28.280001000000002,345.785797,30.780001000000002,41.48
2012-09-13,97.568573,29.48,353.373383,30.940001000000002,42.580002
2012-09-14,98.754288,30.389999,355.19518999999997,31.209999,41.060001
2012-09-17,99.968575,32.540001000000004,355.34533700000003,31.209999,39.48
2012-09-18,100.272858,31.34,359.49951200000004,31.18,39.360001000000004
2012-09-19,100.300003,31.049999,364.114105,31.049999,39.07
2012-09-20,99.814285,30.9,364.424438,31.450001,39.07
2012-09-21,100.012856,30.02,367.362366,31.190001000000002,40.16
2012-09-24,98.684288,30.66,375.065063,30.780001000000002,40.02
2012-09-25,96.220001,27.66,374.954956,30.389999,39.650002
2012-09-26,95.025711,27.540001,377.107117,30.17,38.610001000000004
2012-09-27,97.331429,28.49,378.628632,30.16,39.580002
2012-09-28,95.300003,29.280001000000002,377.627625,29.76,38.73
2012-10-01,94.19856999999999,29.16,381.271271,29.49,38.119999
2012-10-02,94.47285500000001,29.799999,378.873871,29.66,38.169998
2012-10-03,95.921425,29.299999,381.631622,29.860001,37.599998
2012-10-04,95.257141,29.4,384.409424,30.030001000000002,37.990002000000004
2012-10-05,93.227142,28.889999,384.209198,29.85,37.990002000000004
2012-10-08,91.16714499999999,29.25,379.299286,29.780001000000002,38.34
2012-10-09,90.835716,28.370001000000002,372.417419,29.280001000000002,37.189999
2012-10-10,91.558571,28.4,372.652649,28.98,36.369999
2012-10-11,89.728569,28.32,376.11611899999997,28.950001,36.59
2012-10-12,89.958572,27.639999,372.747742,29.200001,36.02
2012-10-15,90.68,27.33,370.86087000000003,29.51,35.75
2012-10-16,92.827141,28.059998999999998,372.722717,29.49,36.349998
2012-10-17,92.08714300000001,28.82,378.123108,29.59,36.240002000000004
2012-10-18,90.377144,28.040001,347.847839,29.5,35.549999
2012-10-19,87.120003,27.74,341.236237,28.639999,34.880001
2012-10-22,90.575714,27.85,339.674683,28.0,35.279999
2012-10-23,87.622856,28.389999,340.51550299999997,28.049999,34.43
2012-10-24,88.11856800000001,27.42,338.988983,27.9,33.759997999999996
2012-10-25,87.077141,27.52,339.219208,27.879998999999998,34.400002
2012-10-26,86.285713,27.379998999999998,337.912903,28.209999,34.119999
2012-10-31,85.045715,28.129998999999998,340.490479,28.540001,34.23
2012-11-01,85.220001,29.25,344.13912999999997,29.52,35.41
2012-11-02,82.400002,28.92,344.30429100000003,29.5,35.200001
2012-11-05,83.517143,31.5,341.82180800000003,29.629998999999998,35.560001
2012-11-06,83.264282,31.15,341.201202,29.860001,37.040001000000004
2012-11-07,79.714287,31.540001,333.89389,29.08,35.299999
2012-11-08,76.821426,31.309998999999998,326.471466,28.809998999999998,34.84
2012-11-09,78.15142800000001,30.32,331.846832,28.83,35.110001000000004
2012-11-12,77.54714200000001,31.07,333.283295,28.219998999999998,34.740002000000004
2012-11-13,77.557144,31.610001,329.85485800000004,27.09,34.68
2012-11-14,76.697144,31.379998999999998,326.60159300000004,26.84,33.849998
2012-11-15,75.08856999999999,30.82,323.953949,26.66,33.849998
2012-11-16,75.382858,31.84,323.91391,26.52,34.580002
2012-11-19,80.818573,32.919998,334.43945299999996,26.73,35.0
2012-11-20,80.129997,33.0,335.320313,26.709999,34.09
2012-11-21,80.242859,32.470001,333.26828,26.950001,34.380001
2012-11-23,81.64286,32.130001,334.319305,27.700001,35.09
2012-11-26,84.218575,32.27,330.905914,27.389999,35.810001
2012-11-27,83.540001,32.150002,335.690704,27.08,34.689999
2012-11-28,83.27714499999999,33.23,342.177185,27.360001,33.900002
2012-11-29,84.194283,33.689999,346.29129,26.950001,33.919998
2012-11-30,83.611427,33.82,349.534546,26.620001000000002,33.43
2012-12-03,83.74143199999999,34.619999,347.972961,26.43,33.41
2012-12-04,82.264282,33.900002,345.86087000000003,26.370001000000002,33.59
2012-12-05,76.970001,33.709998999999996,344.254242,26.67,36.029999
2012-12-06,78.177139,33.900002,345.910919,26.73,37.099998
2012-12-07,76.178574,34.169998,342.447449,26.459999,37.599998
2012-12-10,75.688568,34.57,343.05304,26.940001000000002,38.450001
2012-12-11,77.341431,35.279999,348.788788,27.32,38.16
2012-12-12,77.0,35.259997999999996,349.12912,27.24,37.860001000000004
2012-12-13,75.66999799999999,33.610001000000004,351.70169100000004,27.110001,37.830002
2012-12-14,72.827141,33.810001,351.331329,26.809998999999998,37.779999
2012-12-17,74.11856800000001,34.400002,360.750763,27.1,38.040001000000004
2012-12-18,76.271431,34.59,360.89590499999997,27.559998999999998,39.599998
2012-12-19,75.187141,34.610001000000004,360.41540499999996,27.309998999999998,41.200001
2012-12-20,74.53286,34.43,361.541534,27.68,42.16
2012-12-21,74.190002,34.0,358.173187,27.450001,42.09
2012-12-24,74.309998,34.279999,355.105103,27.059998999999998,41.810001
2012-12-26,73.285713,33.59,354.789795,26.860001,42.09
2012-12-27,73.58000200000001,33.689999,353.49850499999997,26.959999,42.07
2012-12-28,72.798569,33.220001,350.355347,26.549999,41.459998999999996
2012-12-31,76.024284,33.869999,354.044037,26.709999,42.490002000000004
2013-01-02,78.432854,35.360001000000004,361.987,27.620001000000002,43.439999
2013-01-03,77.442856,34.77,362.197205,27.25,43.02
2013-01-04,75.285713,34.400002,369.35434,26.74,42.880001
2013-01-07,74.842857,34.34,367.74273700000003,26.690001000000002,42.900002
2013-01-08,75.044289,33.68,367.017029,26.549999,41.98
2013-01-09,73.871429,33.639998999999996,369.429443,26.700001,43.799999
2013-01-10,74.78714000000001,33.529999,371.111115,26.459999,44.16
2013-01-11,74.328575,32.91,370.365356,26.83,43.98
2013-01-14,71.678574,33.259997999999996,361.987,26.889999,44.700001
2013-01-15,69.41714499999999,33.900002,362.82782000000003,27.209999,44.84
2013-01-16,72.298569,34.099998,357.952942,27.040001,45.310001
2013-01-17,71.811432,34.380001,356.016022,27.25,45.220001
2013-01-18,71.428574,34.52,352.607605,27.25,44.810001
2013-01-22,72.110001,35.189999,351.78677400000004,27.15,47.360001000000004
2013-01-23,73.43,36.0,371.121124,27.610001,47.07
2013-01-24,64.35714,36.990002000000004,377.482483,27.629998999999998,47.790001000000004
2013-01-25,62.84,36.98,377.212219,27.879998999999998,48.080002
2013-01-28,64.261429,38.029999,375.740753,27.91,48.639998999999996
2013-01-29,65.46714,37.950001,377.21722400000004,28.01,46.110001000000004
2013-01-30,65.261429,37.52,377.292297,27.85,46.849998
2013-01-31,65.07,37.509997999999996,378.223236,27.450001,47.0
2013-02-01,64.802856,38.299999,388.188202,27.93,46.77
2013-02-04,63.188572,37.740002000000004,379.88989300000003,27.440001000000002,46.380001
2013-02-05,65.405716,38.130001,383.253265,27.5,46.630001
2013-02-06,65.335716,39.169998,385.470459,27.34,47.990002000000004
2013-02-07,66.888573,39.48,387.362366,27.280001000000002,47.599998
2013-02-08,67.854286,39.240002000000004,393.07806400000004,27.549999,48.490002000000004
2013-02-11,68.561432,38.419998,391.60159300000004,27.860001,48.599998
2013-02-12,66.842857,37.889998999999996,390.740753,27.879998999999998,48.18
2013-02-13,66.715714,38.450001,391.82180800000003,28.030001000000002,48.630001
2013-02-14,66.655716,38.27,394.30429100000003,28.040001,48.810001
2013-02-15,65.737144,37.040001000000004,396.841827,28.01,48.59
2013-02-19,65.71285999999999,39.279999,403.828827,28.049999,48.57
2013-02-20,64.121429,38.540001000000004,396.626617,27.870001000000002,46.540001000000004
2013-02-21,63.722857999999995,35.16,398.163177,27.49,45.740002000000004
2013-02-22,64.40142800000001,36.110001000000004,400.25524900000005,27.76,45.900002
2013-02-25,63.257141000000004,34.380001,395.780792,27.370001000000002,44.810001
2013-02-26,64.138573,34.43,395.46044900000004,27.370001000000002,45.869999
2013-02-27,63.509997999999996,35.099998,400.290283,27.809998999999998,47.009997999999996
2013-02-28,63.057143999999994,34.830002,401.00100699999996,27.799999,47.16
2013-03-01,61.495716,34.650002,403.49850499999997,27.950001,48.18
2013-03-04,60.007141000000004,35.580002,411.161163,28.15,47.810001
2013-03-05,61.591427,36.650002,419.719727,28.35,48.369999
2013-03-06,60.80857099999999,37.689999,416.10611,28.09,48.830002
2013-03-07,61.51142900000001,38.23,416.716705,28.139999,47.27
2013-03-08,61.674285999999995,38.470001,416.176178,28.0,47.66
2013-03-11,62.552856000000006,39.099998,417.82782000000003,27.870001000000002,48.009997999999996
2013-03-12,61.204285,39.119999,414.219208,27.91,49.990002000000004
2013-03-13,61.192856000000006,38.98,413.068054,27.92,50.389998999999996
2013-03-14,61.785713,36.849998,411.18118300000003,28.139999,50.720001
2013-03-15,63.380001,35.290001000000004,407.55755600000003,28.040001,50.16
2013-03-18,65.102859,35.150002,404.299286,28.1,49.599998
2013-03-19,64.927139,35.080002,406.066071,28.18,48.860001000000004
2013-03-20,64.58285500000001,35.950001,407.762756,28.32,49.330002
2013-03-21,64.675713,36.009997999999996,406.036041,28.110001,48.099998
2013-03-22,65.987144,36.619999,405.56054700000004,28.25,47.93
2013-03-25,66.225716,37.529999,405.22522000000004,28.16,47.529999
2013-03-26,65.877144,37.860001000000004,406.616608,28.16,48.68
2013-03-27,64.58285500000001,38.16,401.73172,28.370001000000002,50.139998999999996
2013-03-28,63.237143999999994,37.889998999999996,397.492493,28.610001,50.290001000000004
2013-04-01,61.27285799999999,43.93,400.996002,28.610001,50.400002
2013-04-02,61.398571,44.34,406.926941,28.799999,50.07
2013-04-03,61.712856,41.099998,403.50351,28.559998999999998,50.599998
2013-04-04,61.102856,42.009997999999996,397.932922,28.6,50.779999
2013-04-05,60.457142000000005,41.369999,391.91693100000003,28.700001,49.799999
2013-04-08,60.887142000000004,41.830002,387.81280499999997,28.59,50.23
2013-04-09,60.99714300000001,40.5,389.214203,29.610001,51.57
2013-04-10,62.241428000000006,41.860001000000004,395.485474,30.280001000000002,53.209998999999996
2013-04-11,62.047142,43.59,395.590576,28.940001000000002,52.389998999999996
2013-04-12,61.400002,43.75,395.42041,28.790001,52.32
2013-04-15,59.978573,43.299999,391.356354,28.690001000000002,51.16
2013-04-16,60.89143000000001,45.59,397.082092,28.969998999999998,52.029999
2013-04-17,57.542857999999995,45.450001,391.671661,28.83,50.57
2013-04-18,56.007141000000004,46.970001,383.338348,28.790001,49.25
2013-04-19,55.790001000000004,47.830002,400.335327,29.77,49.93
2013-04-22,56.952858,50.189999,400.455444,30.83,50.509997999999996
2013-04-23,58.01857,51.009997999999996,404.35434,30.6,53.240002000000004
2013-04-24,57.922855000000006,50.43,407.132141,31.76,52.900002
2013-04-25,58.34,52.0,404.954956,31.940001000000002,52.599998
2013-04-26,59.599998,51.200001,401.111115,31.790001,53.290001000000004
2013-04-29,61.445713,54.939999,409.93994100000003,32.610001000000004,54.119999
2013-04-30,63.254284,53.990002000000004,412.697693,33.099998,55.279999
2013-05-01,62.755714000000005,53.279999,410.62564100000003,32.720001,54.799999
2013-05-02,63.645714,54.110001000000004,415.220215,33.16,56.66
2013-05-03,64.28286,54.549999,423.283295,33.490002000000004,57.150002
2013-05-06,65.815712,59.5,431.206207,33.75,58.130001
2013-05-07,65.522858,55.509997999999996,429.044037,33.310001,58.830002
2013-05-08,66.262856,55.790001000000004,437.252258,32.990002000000004,59.009997999999996
2013-05-09,65.252853,69.400002,436.17617800000005,32.66,57.68
2013-05-10,64.709999,76.760002,440.555542,32.689999,58.470001
2013-05-13,64.96285999999999,87.800003,439.204193,33.029999,57.91
2013-05-14,63.408573,83.239998,443.993988,33.529999,59.209998999999996
2013-05-15,61.264286,84.839996,458.403412,33.849998,59.57
2013-05-16,62.082859,92.25,452.38739000000004,34.080002,59.049999
2013-05-17,61.894287,91.5,455.045044,34.869999,60.459998999999996
2013-05-20,63.275715000000005,89.940002,454.719727,35.080002,59.450001
2013-05-21,62.80857099999999,87.589996,453.93893399999996,34.849998,60.720001
2013-05-22,63.049999,87.239998,445.155151,34.610001000000004,60.400002
2013-05-23,63.162856999999995,92.730003,441.83682300000004,34.150002,62.259997999999996
2013-05-24,63.592856999999995,97.08000200000001,437.09710700000005,34.27,62.299999
2013-05-28,63.062858999999996,110.33000200000001,441.07608,35.02,62.860001000000004
2013-05-29,63.564285,104.629997,434.5896,34.880001,63.73
2013-05-30,64.511429,104.949997,435.81582599999996,35.029999,63.790001000000004
2013-05-31,64.247147,97.760002,436.046051,34.900002,63.32
2013-06-03,64.388573,92.589996,434.249237,35.59,63.799999
2013-06-04,64.187141,94.839996,429.97997999999995,34.990002000000004,63.419998
2013-06-05,63.587143000000005,95.370003,430.280273,34.779999,62.810001
2013-06-06,62.637142000000004,97.349998,432.752747,34.959998999999996,63.860001000000004
2013-06-07,63.115715,102.040001,440.30529800000005,35.669998,64.150002
2013-06-10,62.69857,100.050003,445.555542,35.470001,64.610001
2013-06-11,62.514286,94.470001,440.34533700000003,34.84,64.540001
2013-06-12,61.741428000000006,97.730003,436.426422,35.0,63.91
2013-06-13,62.279999,98.18,438.93893399999996,34.720001,64.260002
2013-06-14,61.435715,100.300003,437.957947,34.400002,63.880001
2013-06-17,61.714287,102.199997,443.5685730000001,35.0,64.650002
2013-06-18,61.681427,103.389999,450.76077300000003,34.98,64.66999799999999
2013-06-19,60.42856999999999,104.68,450.7908019999999,34.59,63.57
2013-06-20,59.548573,100.650002,442.81280499999997,33.490002000000004,61.490002000000004
2013-06-21,59.07143000000001,99.550003,440.90591399999994,33.27,60.189999
2013-06-24,57.505714000000005,101.489998,435.33032199999997,33.720001,58.540001000000004
2013-06-25,57.51857,102.400002,433.53353899999996,33.669998,60.060001
2013-06-26,56.867142,105.720001,437.26226799999995,34.349998,60.709998999999996
2013-06-27,56.254284,109.25,438.97396900000007,34.619999,62.619999
2013-06-28,56.647144,107.360001,440.62564100000003,34.540001000000004,62.09
2013-07-01,58.459998999999996,117.18,444.38439900000003,34.360001000000004,63.060001
2013-07-02,59.784286,117.82,441.596588,33.939999,63.18
2013-07-03,60.114284999999995,115.239998,443.65866100000005,34.009997999999996,63.209998999999996
2013-07-05,59.631428,120.089996,447.1922,34.209998999999996,64.510002
2013-07-08,59.292857999999995,121.610001,452.997986,34.330002,65.220001
2013-07-09,60.335712,123.449997,453.073059,34.349998,66.199997
2013-07-10,60.104286,122.269997,453.44845599999996,34.700001,67.230003
2013-07-11,61.041428,125.610001,460.58056600000003,35.689999,67.019997
2013-07-12,60.93,129.899994,461.961975,35.669998,67.860001
2013-07-15,61.062858999999996,127.260002,462.8078,36.169998,68.239998
2013-07-16,61.457142000000005,109.050003,460.26525899999996,36.27,67.889999
2013-07-17,61.472857999999995,120.25,459.73474100000004,35.740002000000004,68.550003
2013-07-18,61.68,119.029999,455.795807,35.439999,69.650002
2013-07-19,60.707142000000005,119.68,448.74874900000003,31.4,69.790001
2013-07-22,60.901428,122.43,455.805817,32.009997999999996,70.089996
2013-07-23,59.855713,122.739998,452.352356,31.82,67.83000200000001
2013-07-24,62.93,121.699997,451.90191699999997,31.959999,67.529999
2013-07-25,62.64285699999999,124.07,444.29428099999996,31.389999,63.529999
2013-07-26,62.998573,129.389999,443.118103,31.620001000000002,62.630001
2013-07-29,63.970001,134.619995,441.57656900000006,31.540001,62.599998
2013-07-30,64.760002,131.740005,445.90591399999994,31.85,65.089996
2013-07-31,64.647141,134.279999,444.319305,31.84,64.379997
2013-08-01,65.239998,135.550003,452.562561,31.67,66.440002
2013-08-02,66.077141,138.0,453.73873899999995,31.889999,65.160004
2013-08-05,67.064285,144.679993,452.952942,31.700001,64.800003
2013-08-06,66.464287,142.149994,448.73373399999997,31.58,64.459999
2013-08-07,66.425713,134.229996,445.77078200000005,32.060001,63.619999
2013-08-08,65.858574,153.479996,446.77676399999996,32.889998999999996,66.720001
2013-08-09,64.921425,153.0,445.65066500000006,32.700001,67.5
2013-08-12,66.76571700000001,147.380005,443.198212,32.869999,68.16999799999999
2013-08-13,69.938568,145.429993,441.066071,32.23,68.410004
2013-08-14,71.214287,139.360001,435.34033200000005,32.349998,68.489998
2013-08-15,71.129997,139.669998,430.26025400000003,31.790001,66.019997
2013-08-16,71.761429,142.0,428.883881,31.799999,64.599998
2013-08-19,72.534286,144.899994,433.25827000000004,31.389999,64.199997
2013-08-20,71.581429,149.580002,433.143158,31.620001000000002,65.0
2013-08-21,71.76571700000001,147.860001,435.10009800000006,31.610001,66.370003
2013-08-22,71.851425,157.100006,437.29229699999996,32.389998999999996,67.300003
2013-08-23,71.574287,161.83999599999999,435.54052699999994,34.75,65.43
2013-08-26,71.852859,164.220001,433.62863200000004,34.150002,64.800003
2013-08-27,69.798569,167.009995,425.50048799999996,33.259997999999996,61.439999
2013-08-28,70.128571,166.449997,424.69970700000005,33.02,62.459998999999996
2013-08-29,70.242859,166.059998,428.143158,33.549999,60.720001
2013-08-30,69.602859,169.0,423.873871,33.400002,62.0
2013-09-03,69.79714200000001,168.940002,430.62060499999995,31.879998999999998,63.259997999999996
2013-09-04,71.24143199999999,170.619995,436.25125099999997,31.200001,64.849998
2013-09-05,70.752853,169.929993,440.22021500000005,31.23,65.099998
2013-09-06,71.174286,166.970001,440.230225,31.15,64.989998
2013-09-09,72.309998,160.699997,444.469482,31.66,65.400002
2013-09-10,70.66285699999999,166.369995,444.77978499999995,32.389998999999996,66.089996
2013-09-11,66.815712,163.520004,448.54354900000004,32.740002000000004,65.839996
2013-09-12,67.52714499999999,164.929993,446.97699000000006,32.689999,64.480003
2013-09-13,66.414284,165.53999299999998,444.97997999999995,33.029999,64.360001
2013-09-16,64.302856,166.580002,444.32430999999997,32.799999,65.019997
2013-09-17,65.045715,166.229996,443.49850499999997,32.93,65.089996
2013-09-18,66.382858,166.220001,452.112122,33.32,64.279999
2013-09-19,67.471428,177.919998,449.644653,33.639998999999996,64.389999
2013-09-20,66.772858,183.389999,452.007019,32.790001000000004,63.68
2013-09-23,70.091431,181.110001,443.693695,32.740002000000004,63.27
2013-09-24,69.871429,182.330002,443.86386100000004,32.450001,64.68
2013-09-25,68.790001,185.240005,439.05404699999997,32.509997999999996,65.43
2013-09-26,69.459999,188.639999,439.524536,32.77,63.32
2013-09-27,68.964287,190.899994,438.633636,33.27,63.32
2013-09-30,68.10714,193.369995,438.393402,33.279999,63.400002
2013-10-01,69.708572,193.0,443.94393899999994,33.580002,64.040001
2013-10-02,69.937141,180.949997,444.439453,33.919998,64.540001
2013-10-03,69.058571,173.309998,438.48349,33.860001000000004,64.150002
2013-10-04,69.004288,180.979996,436.611603,33.880001,65.029999
2013-10-07,69.678574,183.070007,433.30331399999994,33.299999,64.400002
2013-10-08,68.705711,174.729996,427.26226799999995,33.009997999999996,63.380001
2013-10-09,69.512856,168.779999,428.358368,33.07,63.119999
2013-10-10,69.94856999999999,172.929993,434.554565,33.759997999999996,65.529999
2013-10-11,70.40142800000001,178.699997,436.4314269999999,34.130001,66.730003
2013-10-14,70.862854,179.720001,438.4935,34.450001,68.900002
2013-10-15,71.239998,183.940002,441.446442,34.490002000000004,68.32
2013-10-16,71.58714300000001,183.559998,449.46447800000004,34.639998999999996,69.32
2013-10-17,72.071426,182.800003,444.839844,34.919998,70.459999
2013-10-18,72.69856999999999,183.399994,506.211212,34.959998999999996,71.760002
2013-10-21,74.480003,172.600006,502.15216100000004,34.990002000000004,72.309998
2013-10-22,74.267143,171.53999299999998,504.003998,34.580002,72.230003
2013-10-23,74.994286,164.5,516.221191,33.759997999999996,70.110001
2013-10-24,75.987144,173.149994,513.288269,33.720001,70.540001
2013-10-25,75.137146,169.66000400000001,508.108093,35.73,72.629997
2013-10-28,75.697144,162.860001,508.007996,35.57,72.43
2013-10-29,73.811432,164.470001,518.6386110000001,35.52,72.739998
2013-10-30,74.985718,159.220001,515.725708,35.540001000000004,73.209999
2013-10-31,74.671425,159.940002,515.805786,35.41,69.629997
2013-11-01,74.290001,162.169998,514.034058,35.529999,69.849998
2013-11-04,75.25,175.199997,513.568542,35.939999,72.07
2013-11-05,75.064285,176.809998,511.271271,36.639998999999996,71.190002
2013-11-06,74.41714499999999,151.16000400000001,511.88690199999996,38.18,71.370003
2013-11-07,73.21285999999999,139.770004,504.479492,37.5,70.230003
2013-11-08,74.36571500000001,137.949997,508.523529,37.779999,71.66999799999999
2013-11-11,74.150002,144.699997,505.800812,37.59,71.559998
2013-11-12,74.28714000000001,137.800003,506.396393,37.360001000000004,72.129997
2013-11-13,74.37571700000001,138.699997,516.75177,38.16,72.440002
2013-11-14,75.451431,137.600006,518.133118,38.02,75.849998
2013-11-15,74.998573,135.449997,517.297302,37.84,75.550003
2013-11-18,74.089996,121.58000200000001,516.291321,37.200001,74.260002
2013-11-19,74.221428,126.089996,513.113098,36.740002000000004,73.610001
2013-11-20,73.571426,121.110001,511.66665599999993,37.080002,73.940002
2013-11-21,74.44856999999999,122.099998,517.552551,37.400002,74.83000200000001
2013-11-22,74.257141,121.379997,516.461487,37.57,75.129997
2013-11-25,74.82,120.839996,523.488464,37.639998999999996,74.809998
2013-11-26,76.199997,120.5,529.734741,37.349998,74.860001
2013-11-27,77.994286,126.940002,532.087097,37.599998,76.190002
2013-11-29,79.438568,127.279999,530.325317,38.130001,75.040001
2013-12-02,78.747147,124.16999799999999,527.7677610000001,38.450001,75.440002
2013-12-03,80.902855,144.699997,527.157166,38.310001,75.529999
2013-12-04,80.714287,138.949997,529.619629,38.939999,77.57
2013-12-05,81.128571,140.479996,529.1992190000001,38.0,76.779999
2013-12-06,80.002853,137.360001,535.470459,38.360001000000004,78.910004
2013-12-09,80.918571,141.600006,539.6096190000001,38.709998999999996,78.800003
2013-12-10,80.792854,142.190002,542.8728639999999,38.110001000000004,79.33000200000001
2013-12-11,80.194283,139.649994,539.184204,37.610001000000004,77.849998
2013-12-12,80.077141,147.470001,535.5155030000001,37.220001,78.860001
2013-12-13,79.204285,147.649994,530.9259030000001,36.689999,79.050003
2013-12-16,79.64286,147.940002,537.027039,36.889998999999996,81.660004
2013-12-17,79.284286,152.46000700000002,535.465454,36.52,83.400002
2013-12-18,78.681427,147.979996,542.917908,36.580002,82.099998
2013-12-19,77.779999,140.720001,543.653625,36.25,82.099998
2013-12-20,78.431427,143.240005,550.86084,36.799999,82.68
2013-12-23,81.441429,143.550003,558.1080929999999,36.619999,82.629997
2013-12-24,81.095711,151.41000400000001,556.476501,37.080002,82.559998
2013-12-26,80.557144,155.5,559.289307,37.439999,83.08000200000001
2013-12-27,80.012856,151.119995,559.759766,37.290001000000004,82.82
2013-12-30,79.21714,152.440002,555.2852780000001,37.290001000000004,83.589996
2013-12-31,80.145714,150.429993,560.9158940000001,37.41,83.900002
2014-01-02,79.01857,150.100006,557.117126,37.16,82.68
2014-01-03,77.28286,149.559998,553.05304,36.91,83.279999
2014-01-06,77.704285,147.0,559.219238,36.130001,82.889999
2014-01-07,77.148575,149.360001,570.0,36.41,85.650002
2014-01-08,77.637146,151.279999,571.186157,35.759997999999996,86.410004
2014-01-09,76.645714,147.529999,565.6856690000001,35.529999,84.91999799999999
2014-01-10,76.13428499999999,145.720001,565.6556400000001,36.040001000000004,85.459999
2014-01-13,76.53286,139.33999599999999,562.052063,34.98,84.610001
2014-01-14,78.055717,161.270004,575.2752690000001,35.779999,87.889999
2014-01-15,79.622856,164.130005,574.8848879999999,36.759997999999996,88.980003
2014-01-16,79.178574,170.970001,578.6886599999999,36.889998999999996,88.949997
2014-01-17,77.238571,170.009995,575.84082,36.380001,88.82
2014-01-21,78.438568,176.679993,582.432434,36.169998,88.860001
2014-01-22,78.78714000000001,178.559998,583.093079,35.93,88.08000200000001
2014-01-23,79.454285,181.5,580.630615,36.060001,87.050003
2014-01-24,78.010002,174.600006,562.477478,36.810001,85.0
2014-01-27,78.64286,169.619995,551.1661379999999,36.029999,84.589996
2014-01-28,72.35714,178.380005,562.067078,36.27,83.370003
2014-01-29,71.535713,175.229996,554.014038,36.66,84.199997
2014-01-30,71.397141,182.83999599999999,568.263245,36.860001000000004,86.940002
2014-01-31,71.514282,181.41000400000001,591.07605,37.84,86.16999799999999
2014-02-03,71.647141,177.110001,567.282288,36.48,83.5
2014-02-04,72.684288,178.729996,569.649658,36.349998,83.5
2014-02-05,73.227142,174.419998,572.17218,35.82,82.739998
2014-02-06,73.215714,178.380005,580.5605469999999,36.18,83.349998
2014-02-07,74.239998,186.529999,589.3093259999999,36.560001,84.68
2014-02-10,75.57,196.559998,587.052063,36.799999,84.690002
2014-02-11,76.565712,196.619995,595.6856690000001,37.169998,84.870003
2014-02-12,76.559998,195.320007,593.938965,37.470001,86.07
2014-02-13,77.775711,199.630005,600.550537,37.610001000000004,86.66999799999999
2014-02-14,77.71285999999999,198.229996,602.0020139999999,37.619999,86.709999
2014-02-18,77.998573,203.699997,606.046021,37.419998,86.339996
2014-02-19,76.767143,193.639999,601.77179,37.509997999999996,85.449997
2014-02-20,75.878571,209.97000099999997,602.657654,37.75,86.239998
2014-02-21,75.035713,209.600006,602.4974980000001,37.98,88.010002
2014-02-24,75.364288,217.649994,606.8618769999999,37.689999,88.599998
2014-02-25,74.58000200000001,248.0,610.610596,37.540001000000004,87.790001
2014-02-26,73.907143,253.0,610.695679,37.470001,89.279999
2014-02-27,75.38143199999999,252.539993,610.21521,37.860001000000004,88.41999799999999
2014-02-28,75.177139,244.809998,608.433411,38.310001,86.989998
2014-03-03,75.394287,250.559998,601.94696,37.779999,87.900002
2014-03-04,75.891426,254.83999599999999,608.063049,38.41,88.760002
2014-03-05,76.05143000000001,252.66000400000001,609.739746,38.110001000000004,88.33000200000001
2014-03-06,75.821426,252.940002,610.415405,38.150002,86.720001
2014-03-07,75.77714499999999,246.210007,608.0029910000001,37.900002,84.25
2014-03-10,75.845711,238.83999599999999,606.3914179999999,37.82,85.110001
2014-03-11,76.584282,234.41000400000001,600.5955809999999,38.02,83.209999
2014-03-12,76.658569,241.49000499999997,604.254272,38.27,84.160004
